tourney_id,match_num,winner_id,loser_id,score,minutes,winner_seed,loser_seed
2002-328,29,103900,103819,6-7(2) 7-5 6-3,115,6,3
2002-328,30,103602,103507,6-4 4-6 6-1,46,7,2
2002-328,31,103900,103602,6-4 6-3 6-2,69,6,7
2002-329,41,103720,103454,6-7(4) 6-2 6-4,117,1,14
2002-329,49,103387,103720,6-4 6-3,132,8,1
2002-336,31,103507,102845,6-3 1-6 7-6(4),128,2,3
2002-337,30,103819,102845,6-2 6-3,74,6,4
2002-337,31,103819,102562,6-4 6-1 3-6 6-4,128,6,5
2002-338,30,103819,104053,7-6(3) 6-4,151,2,3
2002-339,25,102450,102257,6-4 6-4,132,1,6
2002-339,27,102271,103344,4-1 RET,65,4,8
2002-352,33,103720,102338,6-2 7-6(3),63,1,14
2002-352,34,103819,103163,6-2 7-6(2),93,8,9
2002-352,38,103498,102854,7-5 7-5,157,3,15
2002-352,39,102845,103206,3-6 7-6(10) 6-1,69,10,7
2002-352,40,101736,102563,6-7(2) 6-4 6-3,90,2,13
2002-352,41,103720,103819,6-4 6-4,86,1,8
2002-352,44,102845,101736,6-4 6-4,87,10,2
2002-352,46,103498,102845,7-5 7-6(4),85,3,10
2002-352,47,103498,103720,7-6(4) 6-0 6-4,140,3,1
2002-360,29,103084,102369,7-5 6-4,137,1,5
2002-360,31,101962,103084,3-6 6-3 6-2,94,2,1
2002-402,25,103484,103163,6-3 6-1,114,8,1
2002-402,26,102998,102783,6-3 4-6 7-6(2),96,3,5
2002-402,29,103484,102998,6-4 7-6(8),110,8,3
2002-402,30,104053,103598,6-7(5) 6-3 6-3,122,2,4
2002-402,31,104053,103484,6-4 3-6 7-5,79,2,8
2002-403,65,103720,102998,3-6 6-4 7-5,70,1,27
2002-403,69,102318,103163,7-6(6) 6-7(5) 7-6(6),106,26,4
2002-403,71,103819,102287,6-4 6-1,110,12,23
2002-403,72,102450,102456,7-5 6-4,88,5,32
2002-403,75,102374,102271,4-6 7-6(3) 6-1,64,16,22
2002-403,76,102701,102338,6-4 7-6(4),126,31,3
2002-403,79,102839,102562,7-6(7) 7-6(4),103,20,13
2002-403,84,103819,102450,6-2 RET,84,12,5
2002-403,86,102701,102374,6-2 6-2,68,31,16
2002-403,87,101736,102563,7-5 6-2,66,9,8
2002-403,89,103720,103498,2-6 6-2 7-6(4),106,1,6
2002-403,90,103819,102318,6-1 6-1,55,12,26
2002-403,92,101736,102839,6-3 7-5,49,9,20
2002-403,93,103819,103720,6-3 6-4,92,12,1
2002-403,94,101736,102701,6-7(7) 6-4 RET,108,9,31
2002-403,95,101736,103819,6-3 6-3 3-6 6-4,58,9,12
2002-404,53,102450,103498,7-6(3) 6-4,99,9,7
2002-404,61,103720,101948,6-2 6-4,149,1,10
2002-404,63,103720,102450,6-1 6-2,78,1,9
2002-408,30,103819,102257,7-6(7) 7-6(4),152,2,7
2002-410,53,103206,102562,6-1 7-6(6),127,7,11
2002-410,55,103163,104053,6-3 6-2,138,5,10
2002-410,58,102450,102563,2-6 6-4 7-6(4),107,4,8
2002-410,60,103507,103163,6-3 6-1,61,2,5
2002-410,62,103507,103206,6-3 1-6 6-0,126,2,7
2002-414,49,103720,102562,6-4 6-3,91,1,14
2002-414,56,102856,103084,7-5 6-2,66,2,15
2002-414,57,103498,103720,6-3 6-1,124,6,1
2002-414,60,103819,102856,6-0 1-6 6-2,78,11,2
2002-414,63,103819,103498,6-1 6-3 6-4,168,11,6
2002-416,50,103163,103206,6-3 6-4,130,7,10
2002-416,61,103163,104053,6-1 7-5,96,7,13
2002-416,62,101736,102562,7-5 6-4,102,9,14
2002-416,63,101736,103163,6-3 6-3 6-0,112,9,7
2002-418,46,103387,102854,4-6 6-2 6-4,72,14,3
2002-418,48,101897,104053,6-4 6-4,127,16,2
2002-418,49,101736,102358,6-7(8) 7-6(5) 6-3,142,1,7
2002-418,50,103484,102374,6-4 6-4,48,6,4
2002-418,51,103387,103813,6-3 7-5,112,14,8
2002-418,52,102701,101897,3-6 6-4 7-5,86,5,16
2002-418,53,103484,101736,6-3 6-4,124,6,1
2002-418,54,103387,102701,3-6 6-2 6-2,80,14,5
2002-418,55,103484,103387,1-6 7-6(5) 6-4,104,6,14
2002-419,41,102257,103720,7-6(3) 6-4,263,14,1
2002-419,43,103163,103356,4-6 7-5 6-1,176,3,13
2002-419,47,102783,103598,6-3 6-2,123,9,8
2002-419,50,103163,103206,6-3 3-6 6-3,240,3,6
2002-419,53,102257,103163,3-6 6-3 6-3,163,14,3
2002-421,51,103900,102450,4-6 7-6(7) 7-5,162,15,4
2002-421,54,103163,101948,7-6(3) 3-6 7-6(5),253,3,13
2002-421,57,102562,103206,7-5 6-3,132,14,11
2002-421,58,104053,103900,6-3 6-2,104,12,15
2002-421,61,104053,102562,6-4 6-3,202,12,14
2002-422,57,103720,101736,7-5 6-3,156,1,6
2002-422,62,102845,103507,6-3 6-4,100,16,8
2002-422,63,102845,103720,7-5 7-6(5),91,16,1
2002-423,26,104053,103598,6-4 6-4,184,4,7
2002-423,28,101736,102856,7-6(3) 3-6 6-4,55,2,5
2002-423,30,101736,103018,6-4 6-2,203,2,8
2002-424,28,101736,101965,6-4 6-4,168,2,8
2002-424,29,103720,102998,7-5 6-4,220,1,4
2002-424,30,101736,104053,6-3 6-1,77,2,3
2002-424,31,103720,101736,4-6 7-6(6) 7-6(4),173,1,2
2002-425,41,103720,103900,6-2 6-4,225,1,16
2002-425,47,102374,102839,5-7 6-3 6-2,198,7,9
2002-425,49,103720,101962,6-4 6-2,123,1,6
2002-425,52,102610,102374,5-7 7-6(6) 7-6(4),187,15,7
2002-425,54,102610,103084,6-2 2-6 6-3,118,15,5
2002-429,31,103387,102701,6-7(2) 6-0 6-3 6-2,245,7,6
2002-433,29,101736,103598,6-4 6-4,144,1,7
2002-438,25,103498,103819,7-5 6-4,111,1,5
2002-438,30,102854,102338,6-2 6-4,113,7,2
2002-439,28,102845,102950,3-6 6-1 6-0,56,2,5
2002-440,25,103096,103720,W/O,68,7,1
2002-440,28,102854,103819,3-6 7-5 6-3,75,6,2
2002-440,29,103096,103084,7-6(2) 6-2,98,7,3
2002-440,30,102854,103990,6-3 6-3,150,6,4
2002-440,31,102854,103096,3-6 6-3 6-2,84,6,7
2002-441,33,103163,102860,4-6 6-2 6-1,183,1,16
2002-441,35,101962,103096,6-0 6-2,150,4,14
2002-441,41,103163,103813,3-6 6-4 6-2,117,1,11
2002-441,46,103428,102374,6-2 2-6 6-4,272,7,5
2002-451,25,102783,102338,7-5 6-4,150,7,1
2002-451,26,101962,102562,7-6(2) 6-4,122,6,4
2002-451,29,101962,102783,6-3 6-4,115,6,7
2002-451,30,102456,102539,6-3 6-1,164,8,5
2002-451,31,101962,102456,4-6 6-2 6-2,118,6,8
2002-481,27,102106,103294,6-2 7-6(2),137,4,8
2002-495,26,102563,102450,6-4 6-3,57,3,5
2002-495,28,102562,102338,6-1 6-1,50,8,2
2002-499,30,102106,102998,7-6(8) 6-3,65,5,2
2002-499,31,102106,104053,6-4 4-6 6-4,79,5,1
2002-520,97,103720,102854,6-1 7-5 6-7(3) 6-1,65,1,30
2002-520,98,103084,102845,4-6 7-6(1) 6-7(2) 6-1 6-2,84,15,17
2002-520,108,101736,103990,6-2 6-4 6-2,53,4,25
2002-520,112,103498,103900,6-3 6-3 3-6 6-4,59,2,29
2002-520,113,103084,103720,6-7(1) 7-6(13) 6-4 6-3,98,15,1
2002-520,114,102610,102856,6-4 7-5 6-4,140,20,7
2002-520,115,102318,103163,6-1 7-6(9) 6-4,65,22,3
2002-520,117,103507,103292,6-7(3) 6-1 6-7(5) 6-2 6-4,81,11,31
2002-520,121,102610,103084,7-5 3-6 6-7(3) 6-4 6-0,68,20,15
2002-520,122,102374,102318,7-6(5) 7-5 7-5,155,18,22
2002-520,123,103507,101736,6-3 5-7 7-5 6-3,49,11,4
2002-520,124,103498,103206,6-3 6-2 6-2,55,2,10
2002-520,125,102610,102374,6-3 6-4 3-6 6-3,49,20,18
2002-520,126,103507,103498,6-3 6-2 6-4,56,11,2
2002-520,127,102610,103507,6-1 6-0 4-6 6-3,81,20,11
2002-540,105,103598,102338,7-6(4) 7-5 6-1,71,27,5
2002-540,106,102257,104053,6-3 6-4 6-2,48,23,11
2002-540,111,102839,102318,3-6 3-6 7-6(2) 6-4 6-2,111,22,15
2002-540,117,103598,102257,3-6 6-3 3-6 6-3 6-4,93,27,23
2002-540,121,103720,102854,6-2 6-2 6-7(5) 1-6 7-5,78,1,18
2002-540,124,103900,102839,6-4 6-4 4-6 4-6 6-4,133,28,22
2002-540,125,103720,102450,7-5 6-1 7-5,50,1,4
2002-540,126,103900,103598,7-6(2) 6-4 1-6 2-6 6-2,49,28,27
2002-540,127,103720,103900,6-1 6-3 6-2,100,1,28
2002-560,97,103720,103484,6-7(5) 6-3 6-4 3-6 6-3,76,1,25
2002-560,98,102562,102701,6-3 6-3 RET,113,14,22
2002-560,102,103819,103598,4-6 6-3 6-4 6-4,95,13,19
2002-560,105,103428,102450,6-3 6-3 6-2,70,26,5
2002-560,106,104053,102374,6-4 6-1 7-6(6),60,11,18
2002-560,107,101948,102257,7-6(4) 4-6 7-6(3) 3-6 6-4,62,17,33
2002-560,108,103163,102358,6-4 3-6 3-6 6-4 6-4,41,3,29
2002-560,109,103602,103507,6-4 6-4 6-4,42,28,7
2002-560,113,103720,102562,6-4 6-2 7-5,57,1,14
2002-560,115,103018,103819,6-3 7-6(5) 6-4,76,32,13
2002-560,117,104053,103428,5-7 6-4 6-4 6-4,51,11,26
2002-560,118,101948,103163,7-5 6-4 6-7(5) 7-5,110,17,3
2002-560,121,103720,101962,6-1 7-6(6) 4-6 6-2,100,1,20
2002-560,122,101736,103018,6-7(5) 6-3 7-5 6-3,94,6,32
2002-560,123,101948,104053,6-3 6-2 6-4,110,17,11
2002-560,124,102854,103602,6-7(5) 6-3 6-3 6-7(5) 7-6(2),172,24,28
2002-560,125,101736,103720,6-4 7-6(5) 6-7(1) 6-2,23,6,1
2002-560,126,101948,102854,7-6(6) 7-6(4) 6-2,79,17,24
2002-560,127,101948,101736,6-3 6-4 5-7 6-4,83,17,6
2002-573,25,103292,102856,7-5 6-0,114,8,1
2002-573,27,103813,103103,6-4 7-6(2),76,4,7
2002-573,29,103292,102860,4-6 6-3 6-2,53,8,5
2002-573,31,103292,103813,6-2 6-3,84,8,4
2002-580,104,101948,102765,7-6(5) 5-7 6-4 6-7(6) 6-3,68,8,30
2002-580,109,102450,102257,6-4 6-3 1-6 6-3,158,6,28
2002-580,111,102563,101962,5-7 6-2 6-2 6-4,76,16,21
2002-580,114,103163,103819,7-6(3) 4-6 3-6 6-4 8-6,91,7,11
2002-580,116,103498,101948,6-2 6-4 6-7(5) 7-6(8),111,9,8
2002-580,125,103498,103163,6-7(5) 7-6(4) 3-6 6-0 6-2,53,9,7
2002-580,126,102563,102562,7-6(5) 0-6 4-6 6-3 6-4,56,16,26
2002-580,127,102563,103498,3-6 6-4 6-4 7-6(4),94,16,9
2002-717,26,104053,103484,6-2 6-4,62,3,5
2002-717,27,101948,101774,6-2 7-6(3),113,4,7
2002-717,30,101948,101736,6-1 7-5,116,4,2
2002-717,31,104053,101948,7-6(9) 6-3,121,3,4
2002-73,25,103387,103498,6-3 7-6(5),158,5,1
2002-73,26,102338,103344,6-3 6-2,131,3,6
2002-73,29,102338,103387,6-2 6-4,109,3,5
2002-741,26,102257,101723,6-7(4) 7-6(3) 6-3,86,3,7
2002-741,28,103356,102148,6-1 6-3,90,6,2
2002-773,29,104076,102318,4-6 7-6(4) 6-1,56,5,1
2003-1536,33,103507,102456,7-6(2) 7-6(0),102,1,16
2003-1536,41,103507,103387,6-4 6-2,97,1,7
2003-1536,43,101962,103206,3-6 7-6(6) 6-2,93,15,6
2003-1536,45,103507,103819,6-4 4-6 6-4,106,1,3
2003-1720,26,103344,103387,4-6 7-6(4) 7-5,60,6,4
2003-1720,27,103813,102845,6-7(5) 6-4 6-4,62,5,3
2003-1720,29,103507,103344,6-3 6-3,118,1,6
2003-1720,30,103758,103813,7-6(3) 6-2,61,8,5
2003-1720,31,103758,103507,6-3 7-6(5),86,8,1
2003-301,27,102856,103909,7-5 4-6 6-2,113,4,7
2003-306,29,104053,103176,6-2 2-0 RET,88,1,8
2003-306,31,104053,103786,6-3 6-2,145,1,6
2003-308,25,103819,104022,6-2 6-3,128,1,6
2003-308,27,102338,102854,6-7(2) 7-5 6-3,120,5,3
2003-308,30,103813,102338,6-4 0-1 RET,75,8,5
2003-308,31,103819,103813,6-1 6-4,132,1,8
2003-311,45,103758,102854,7-6(6) 6-4,63,11,5
2003-311,49,103206,103720,6-3 6-4,67,6,1
2003-311,51,104053,103758,6-3 7-6(3),85,3,11
2003-311,52,101736,103598,6-4 7-5,68,2,8
2003-311,53,103206,102450,6-3 6-4,81,6,7
2003-311,54,104053,101736,6-1 6-7(5) 7-6(6),121,3,2
2003-311,55,104053,103206,6-3 6-3,149,3,6
2003-314,27,102562,103428,6-3 6-3,116,3,5
2003-314,28,103285,102783,6-4 6-2,123,8,2
2003-314,29,103819,103292,6-1 7-6(6),81,1,4
2003-314,30,102562,103285,7-5 6-1,81,3,8
2003-314,31,102562,103819,5-7 6-3 6-3 1-6 6-3,148,3,1
2003-315,31,104068,103781,6-4 6-7(3) 6-1,122,4,8
2003-316,26,103151,104022,4-6 7-5 6-1,71,5,4
2003-316,29,103151,102845,2-6 6-3 6-4,99,5,1
2003-316,30,102839,103990,6-4 6-2,105,6,2
2003-316,31,103151,102839,6-3 6-4,54,5,6
2003-317,31,103454,103171,6-4 7-6(3) 6-2,57,7,6
2003-319,33,103507,103581,7-6(4) 6-3,117,1,15
2003-319,34,103151,101962,W/O,81,9,5
2003-319,39,103428,103018,6-4 3-6 7-6(6),106,8,10
2003-319,41,103151,103507,6-1 6-4,61,9,1
2003-319,43,103852,103292,6-2 6-7(2) 7-5,113,13,7
2003-319,44,103909,103428,6-3 6-2,113,2,8
2003-319,46,103909,103852,6-1 6-2,66,2,13
2003-321,34,103602,103813,7-6(2) 6-7(5) 6-3,64,6,11
2003-321,38,102783,102374,6-4 6-4,97,3,15
2003-321,39,104022,102562,7-6(1) 6-4,40,12,5
2003-321,44,103909,104022,6-0 6-0,50,2,12
2003-321,45,103990,103602,6-2 4-1 RET,114,9,6
2003-321,47,103909,103990,6-2 6-2 6-1,73,2,9
2003-325,29,103454,103632,6-2 6-2,96,1,8
2003-325,30,103908,103252,7-6(5) 7-6(5),61,5,6
2003-325,31,103454,103908,1-6 6-2 7-6(0),49,1,5
2003-328,29,103900,104053,7-5 7-5,39,4,1
2003-328,31,103909,103900,W/O,106,3,4
2003-329,36,102882,104339,6-4 7-5,68,5,10
2003-329,37,102703,102202,6-3 6-4,129,7,9
2003-329,43,103387,102703,4-6 7-6(5) 6-3,131,3,7
2003-329,44,103206,102998,6-3 7-6(4),94,2,8
2003-329,46,103206,103387,4-6 6-3 6-4,123,2,3
2003-329,47,102783,103206,7-6(5) 6-2,66,1,2
2003-337,31,103819,102845,6-3 6-3 6-3,99,1,2
2003-338,28,103507,103387,6-3 6-1,71,2,7
2003-341,30,103096,102148,6-2 6-1,66,4,5
2003-341,31,103096,103602,6-3 1-6 6-3,76,4,3
2003-352,33,102562,103507,7-5 7-5,121,14,1
2003-352,36,102783,103454,6-4 7-5,77,5,10
2003-352,38,103819,103280,6-7(3) 7-6(12) 7-6(6),113,3,13
2003-352,40,104053,103990,6-3 6-4,94,2,16
2003-403,69,102701,103507,6-3 7-6(2),133,28,3
2003-403,70,103387,102338,6-3 6-7(7) 6-3,188,13,24
2003-403,76,103819,103428,6-1 3-6 6-1,36,4,30
2003-403,78,101962,103900,6-3 4-6 6-4,210,19,10
2003-403,80,101736,103813,6-2 6-0,138,2,32
2003-403,83,103387,102701,W/O,184,13,28
2003-403,85,102610,103909,7-5 3-6 6-3,171,9,26
2003-403,86,103819,102854,6-3 6-2,42,4,14
2003-403,91,102610,103819,7-6(4) 4-6 7-6(7),147,9,4
2003-403,92,101736,101962,7-6(6) 4-6 6-1,192,2,19
2003-403,93,102845,103387,6-4 6-2,145,5,13
2003-403,94,101736,102610,6-2 6-4,170,2,9
2003-403,95,101736,102845,6-3 6-3,115,2,5
2003-404,55,104053,103206,7-6(5) 2-6 7-6(1),26,6,11
2003-404,60,102783,104053,6-3 6-2,127,15,6
2003-407,28,103819,102854,6-2 6-4,80,2,8
2003-408,29,102338,103813,7-6(8) 6-3,81,5,8
2003-410,49,103507,103292,3-6 7-5 6-2,116,1,13
2003-410,56,102845,103990,6-2 6-4,94,2,16
2003-414,49,103602,103720,6-1 3-6 6-0,85,15,1
2003-414,50,103900,102783,7-6(3) 6-2,186,8,9
2003-414,57,103900,103602,5-7 6-3 6-4,99,8,15
2003-416,55,102783,102562,6-4 7-6(2),42,12,8
2003-416,60,103507,102783,6-4 6-4,174,2,12
2003-416,62,103819,103507,6-4 4-2 RET,193,4,2
2003-418,33,101736,102227,6-3 6-2,63,1,13
2003-418,35,103602,104339,7-5 7-6(5),92,4,15
2003-418,37,102450,103786,6-3 6-4,92,10,8
2003-418,38,103387,103408,7-6(3) 6-4,70,3,16
2003-418,39,103888,102338,6-4 3-6 6-3,62,11,5
2003-418,40,104053,102257,6-3 7-6(4),57,2,14
2003-418,41,101736,103484,3-6 7-5 6-3,68,1,6
2003-418,42,103602,103018,7-6(3) 6-2,77,4,7
2003-418,43,102450,103387,7-6(5) 7-5,145,10,3
2003-418,44,104053,103888,6-1 6-4,72,2,11
2003-418,45,103602,101736,3-6 6-4 7-6(5),84,4,1
2003-418,46,102450,104053,1-6 6-3 7-6(1),78,10,2
2003-418,47,102450,103602,6-3 6-4,85,10,4
2003-419,34,103598,102998,6-4 6-2,143,9,5
2003-419,35,102854,102694,6-4 6-2,116,3,13
2003-419,38,103017,102338,6-3 6-4,184,14,4
2003-419,41,104053,103598,6-4 6-1,160,1,9
2003-419,42,102854,104068,1-6 6-1 6-2,142,3,7
2003-419,45,104053,102854,6-3 6-2,187,1,3
2003-419,47,104053,103387,7-6(2) 6-4,153,1,2
2003-421,50,102783,102562,7-5 6-0,108,8,10
2003-421,54,103819,103990,6-4 6-3,120,3,16
2003-421,55,104053,103206,6-3 6-3,214,6,9
2003-421,57,102783,101736,2-6 6-2 6-3,127,8,1
2003-421,62,104053,103819,6-4 3-6 7-6(3),31,6,3
2003-423,27,102882,102856,6-3 3-6 7-6(5),71,5,4
2003-423,28,101965,103206,7-6(4) 6-7(4) 6-2,122,7,2
2003-423,30,101965,102882,6-4 7-5,79,7,5
2003-423,31,101965,103720,6-3 4-6 7-5,67,7,1
2003-424,26,103484,103786,7-5 6-2,116,3,7
2003-424,29,101736,103484,6-4 6-2,168,1,3
2003-424,31,101736,102106,6-3 6-1,72,1,6
2003-425,42,102856,101962,W/O,145,7,9
2003-425,45,103990,102374,7-6(4) 6-7(1) 6-2,162,12,8
2003-425,46,102860,102610,6-4 6-2,82,16,3
2003-425,49,103507,102856,6-4 6-4,120,1,7
2003-425,50,103498,103292,6-4 4-6 7-5,62,4,10
2003-425,51,102860,103990,6-7(1) 6-4 6-4,99,16,12
2003-425,53,103498,103507,6-4 6-3,68,4,1
2003-425,54,102845,102860,7-6(2) 6-2,64,2,16
2003-425,55,102845,103498,5-7 6-2 6-2 3-0 RET,117,2,4
2003-433,25,103720,102374,6-4 6-2,62,1,6
2003-439,25,102845,103970,6-1 6-2,118,1,8
2003-439,28,103835,103602,4-6 6-2 7-6(4),86,7,2
2003-439,29,102845,104745,6-4 6-4,71,1,6
2003-439,31,102845,103835,6-4 3-6 7-5,117,1,7
2003-440,27,102854,103990,7-5 6-4,77,3,6
2003-440,31,102854,103096,6-3 6-4,69,3,7
2003-441,28,101962,102856,7-6(4) 6-4,67,7,2
2003-451,25,102998,103819,6-4 7-5,65,9,1
2003-451,27,101962,102148,3-6 6-3 6-3,84,3,8
2003-451,29,102998,104022,6-4 6-2,130,9,6
2003-475,26,103909,103133,6-3 6-4,87,3,8
2003-481,30,102344,101885,6-2 6-4,47,3,2
2003-495,27,102562,102854,6-4 6-4,91,3,6
2003-495,31,103819,102562,6-1 7-6(2),63,1,3
2003-500,25,103819,101962,7-5 7-6(3),68,1,5
2003-500,26,104022,102562,6-4 6-4,69,6,3
2003-500,29,103819,104022,4-6 7-6(4) 6-2,138,1,6
2003-505,25,103292,102456,6-2 3-6 6-3,47,1,7
2003-505,26,102701,102860,6-4 7-6(2),103,3,5
2003-505,29,102701,103292,6-3 6-2,64,3,1
2003-506,27,103292,103428,6-3 6-4,81,4,5
2003-506,28,103909,103900,3-6 6-3 7-6(5),84,8,2
2003-506,29,102845,102856,7-6(8) 6-1,63,1,6
2003-506,30,103909,103292,6-3 1-6 6-3,59,8,4
2003-506,31,102845,103909,6-3 4-6 6-4,119,1,8
2003-520,97,103990,103720,4-6 1-6 6-3 6-2 6-3,144,28,1
2003-520,98,102856,103292,7-6(1) 7-5 5-7 6-3,62,15,21
2003-520,101,103507,102450,4-6 6-2 6-4 6-2,75,3,25
2003-520,103,103602,102854,7-6(4) 6-3 3-1 RET,61,19,12
2003-520,106,102783,101965,6-3 1-6 7-6(3) 2-3 RET,131,11,22
2003-520,108,102845,103428,6-2 6-3 3-6 2-6 6-3,95,4,31
2003-520,112,101736,103598,6-4 7-5 7-5,121,2,26
2003-520,113,103990,102856,6-4 1-6 7-6(2) 6-4,88,28,15
2003-520,114,102610,103096,6-2 7-5 7-5,150,9,32
2003-520,115,103507,102456,6-2 6-1 6-1,79,3,20
2003-520,116,103602,103813,6-3 6-3 6-2,122,19,30
2003-520,118,102845,102562,7-5 6-3 6-2,86,4,13
2003-520,121,102610,103990,2-6 3-6 6-4 7-5 6-2,75,9,28
2003-520,122,103507,103602,6-1 3-6 6-1 5-7 6-4,57,3,19
2003-520,124,103909,101736,4-6 6-3 6-2 6-4,113,7,2
2003-520,125,103507,102610,6-3 7-6(5) 6-4,176,3,9
2003-533,28,102854,102434,7-6(0) 6-2,90,2,5
2003-533,29,102783,102856,6-4 2-6 7-5,75,1,3
2003-533,31,102854,102783,6-2 6-4,60,2,1
2003-540,100,104053,103990,7-6(5) 6-4 6-4,92,5,25
2003-540,112,101736,101962,5-7 6-4 7-6(4) 7-6(4),79,2,27
2003-540,114,104053,103387,6-4 3-6 6-3 6-2,102,5,12
2003-540,116,102854,102783,7-5 6-4 7-5,87,8,9
2003-540,117,102450,103900,6-2 6-7(4) 7-5 6-3,105,10,6
2003-540,118,103206,103507,6-2 4-6 7-6(2) 7-6(3),54,13,3
2003-540,122,103819,102854,6-3 6-4 6-4,77,4,8
2003-540,123,103206,102450,7-6(8) 3-6 6-3 6-4,82,13,10
2003-540,125,103819,104053,7-6(6) 6-3 6-3,64,4,5
2003-560,97,101736,102338,6-3 7-6(4) 6-4,69,1,28
2003-560,101,103507,103428,7-5 7-5 6-1,59,3,33
2003-560,110,101962,102562,7-6(1) 5-7 3-6 6-3 7-6(5),110,22,10
2003-560,111,103900,102882,7-5 6-7(10) 6-3 6-2,78,13,20
2003-560,116,103720,103387,4-6 6-2 6-4 6-2,120,6,11
2003-560,117,102854,102783,6-1 4-6 6-3 6-4,105,12,8
2003-560,119,101962,102845,7-6(4) 7-6(7) 4-6 6-4,80,22,7
2003-560,120,103900,103819,3-6 7-6(1) 6-4 6-3,109,13,2
2003-560,121,101736,103909,6-4 6-3 7-5,61,1,5
2003-560,122,103507,103720,4-6 6-3 7-6(5) 6-1,52,3,6
2003-560,123,104053,102854,6-4 6-2 6-3,65,4,12
2003-560,124,103900,101962,7-6(2) 6-2 3-6 7-5,57,13,22
2003-560,125,103507,101736,6-4 6-3 3-6 6-4,99,3,1
2003-560,126,104053,103900,6-7(4) 3-6 7-6(7) 6-1 6-3,113,4,13
2003-560,127,104053,103507,6-3 7-6(2) 6-3,81,4,3
2003-568,25,102783,104022,6-3 6-3,129,1,5
2003-568,27,102856,102434,6-4 7-6(4),68,3,6
2003-573,25,103507,102860,6-3 6-4,79,1,5
2003-580,100,104022,102562,6-1 3-6 6-3 6-2,71,25,7
2003-580,101,102783,103498,W/O,74,31,3
2003-580,103,103900,103598,4-6 6-2 6-0 3-0 RET,92,10,20
2003-580,108,103507,102148,4-6 6-3 4-6 6-2 7-5,63,4,28
2003-580,110,103206,102839,6-1 6-3 6-3,152,12,24
2003-580,112,101736,102765,6-2 3-6 6-3 6-4,113,2,29
2003-580,113,101962,103720,6-7(4) 7-6(4) 7-6(5) 6-4,63,18,1
2003-580,114,104053,104022,6-7(4) 3-6 7-5 6-3 6-2,67,9,25
2003-580,115,102783,103484,6-3 6-4 1-6 6-3,74,31,23
2003-580,116,103900,103819,6-4 3-6 6-1 1-6 6-3,121,10,6
2003-580,121,104053,101962,4-6 7-6(5) 4-6 6-4 21-19,64,9,18
2003-580,122,102783,103900,6-3 5-7 6-1 6-0,55,31,10
2003-580,124,101736,103206,6-3 6-2 6-2,69,2,12
2003-580,125,102783,104053,7-5 2-6 6-3 6-3,142,31,9
2003-580,127,101736,102783,6-2 6-2 6-1,53,2,31
2003-717,31,101736,104053,3-6 6-3 6-4,108,1,2
2003-773,26,103176,103908,6-4 3-6 6-3,118,4,5
2003-773,31,103176,103454,6-2 6-2,118,4,2
2003-807,27,102856,103602,6-4 RET,140,6,4
2003-890,25,102562,102796,2-1 RET,99,1,7
2003-890,31,102882,102562,6-2 6-1,133,3,1
2004-1536,35,103900,103387,6-3 6-1,139,4,16
2004-1536,40,101736,102434,6-1 6-3,74,2,14
2004-1536,44,101736,103990,6-7(3) 6-3 6-2,48,2,8
2004-1536,46,103498,101736,6-3 7-6(4),114,3,2
2004-1536,47,103498,103900,6-2 6-4 6-3,58,3,4
2004-1720,25,103819,104417,7-6(3) 6-4,85,1,8
2004-1720,29,103819,103387,7-5 2-6 6-3,89,1,4
2004-1720,30,104053,103498,7-6(1) 6-7(0) 7-6(2),155,2,3
2004-1720,31,103819,104053,6-4 6-0,63,1,2
2004-301,26,102856,102434,6-2 7-6(4),90,3,5
2004-306,26,103176,103786,3-6 6-1 RET,70,6,3
2004-306,29,103835,103176,6-1 4-6 6-4,52,8,6
2004-311,49,104053,103387,6-3 6-3,98,1,7
2004-311,52,103206,103285,6-3 6-3,94,5,15
2004-311,53,104053,103720,7-6(7) 6-3,145,1,6
2004-311,55,104053,103206,7-6(4) 6-4,123,1,5
2004-315,25,102880,102434,6-2 6-2,142,7,1
2004-315,26,102642,103781,6-1 7-5,87,5,3
2004-315,29,102880,102642,6-4 7-6(5),69,7,5
2004-316,29,103151,103602,6-1 6-4,111,8,6
2004-316,31,103151,103292,6-1 4-6 7-6(4),66,8,2
2004-317,26,103280,103176,1-6 7-6(2) 6-4,127,4,5
2004-317,28,103602,104214,6-3 7-5,125,2,6
2004-317,29,103280,103454,6-3 6-7(4) 6-3,120,4,1
2004-317,31,103280,103602,7-6(5) 4-6 6-4,90,4,2
2004-319,33,102783,103176,6-0 RET,79,1,13
2004-319,35,103454,104607,7-6(3) 3-6 6-4,67,3,15
2004-319,39,103632,102610,4-6 7-6(4) 6-4,96,7,11
2004-319,40,103292,103786,6-3 6-3,58,2,14
2004-319,41,102783,104252,7-6(6) 6-2,115,1,6
2004-319,42,103454,103151,7-6(4) 7-6(6),65,3,5
2004-319,43,104269,103852,6-2 6-3,69,8,4
2004-319,44,103292,103632,7-6(5) 7-6(1),150,2,7
2004-319,45,103454,102783,6-3 6-3,94,3,1
2004-319,46,103292,104269,6-0 6-2,72,2,8
2004-319,47,103454,103292,7-6(3) 6-4,96,3,2
2004-321,35,103786,102318,7-5 1-6 6-4,100,15,4
2004-321,36,102610,103151,7-5 7-6(4),101,12,8
